CO(GT),PT08.S5(O3),NO2(GT),PT08.S4(NO2),C6H6(GT)
2.9,1288.0,107.0,1823.0,14.1
1.6,931.0,78.0,1580.0,7.6
2.6,1162.0,91.0,1818.0,14.5
2.9,1064.0,116.0,1704.0,13.6
2.5,913.0,131.0,1630.0,11.5
1.9,684.0,113.0,1519.0,9.2
1.9,710.0,98.0,1590.0,10.3
2.7,923.0,116.0,1716.0,14.0
3.0,1006.0,120.0,1776.0,15.0
3.3,1083.0,126.0,1784.0,15.1
3.2,1161.0,126.0,1807.0,14.8
1.8,800.0,90.0,1527.0,8.5
1.3,647.0,81.0,1458.0,5.9
1.1,649.0,74.0,1393.0,4.8
0.9,575.0,67.0,1352.0,4.0
0.7,455.0,46.0,1271.0,2.3
0.4,392.0,30.0,1214.0,1.4
0.3,340.0,-200.0,1154.0,0.7
0.3,320.0,19.0,1166.0,0.7
0.3,331.0,32.0,1200.0,0.8
0.8,426.0,61.0,1398.0,3.6
2.8,830.0,111.0,1769.0,12.9
3.1,1006.0,102.0,1821.0,15.7
2.3,820.0,116.0,1576.0,8.6
1.6,737.0,96.0,1554.0,7.4
1.5,790.0,97.0,1448.0,6.6
1.6,760.0,110.0,1474.0,7.8
1.8,767.0,103.0,1604.0,9.1
1.4,626.0,79.0,1426.0,6.1
1.9,776.0,104.0,1552.0,7.5
1.2,589.0,69.0,1421.0,5.9
2.3,872.0,96.0,1623.0,12.7
3.3,996.0,121.0,1700.0,13.5
3.1,1033.0,129.0,1748.0,14.5
3.3,982.0,116.0,1632.0,11.0
1.2,518.0,71.0,1282.0,3.2
1.3,631.0,85.0,1391.0,4.3
1.9,879.0,101.0,1510.0,7.1
1.4,839.0,97.0,1398.0,4.8
1.5,876.0,89.0,1455.0,5.7
1.1,827.0,72.0,1383.0,4.1
0.8,781.0,-200.0,1338.0,3.3
-200.0,699.0,57.0,1263.0,1.8
0.8,723.0,62.0,1288.0,2.8
1.1,797.0,64.0,1384.0,4.8
2.6,1138.0,80.0,1723.0,13.8
5.1,1605.0,118.0,2189.0,27.1
4.2,1569.0,130.0,1885.0,19.1
2.6,1319.0,113.0,1620.0,11.7
2.4,1198.0,112.0,1678.0,12.7
2.1,958.0,96.0,1541.0,11.3
2.6,1068.0,125.0,1609.0,14.2
2.8,1010.0,128.0,1551.0,13.9
2.5,928.0,101.0,1552.0,13.2
1.9,816.0,95.0,1454.0,10.7
3.6,1216.0,138.0,1798.0,19.7
4.6,1463.0,154.0,1972.0,24.0
6.3,1791.0,171.0,2167.0,29.1
4.3,1425.0,136.0,1699.0,15.8
1.6,922.0,93.0,1410.0,7.0
1.4,971.0,99.0,1411.0,6.3
2.0,-200.0,106.0,-200.0,-200.0
2.4,-200.0,109.0,-200.0,-200.0
1.8,-200.0,97.0,-200.0,-200.0
1.0,-200.0,83.0,-200.0,-200.0
1.0,-200.0,-200.0,-200.0,-200.0
1.0,-200.0,79.0,-200.0,-200.0
0.9,-200.0,84.0,-200.0,-200.0
1.5,-200.0,86.0,-200.0,-200.0
2.6,-200.0,111.0,-200.0,-200.0
2.9,-200.0,117.0,-200.0,-200.0
2.7,-200.0,122.0,-200.0,-200.0
2.4,-200.0,119.0,-200.0,-200.0
2.6,-200.0,121.0,-200.0,-200.0
4.1,-200.0,127.0,-200.0,-200.0
4.3,-200.0,135.0,-200.0,-200.0
2.2,-200.0,119.0,-200.0,-200.0
3.4,-200.0,137.0,-200.0,-200.0
3.6,-200.0,139.0,-200.0,-200.0
2.5,-200.0,117.0,-200.0,-200.0
2.8,-200.0,127.0,-200.0,-200.0
3.4,-200.0,137.0,-200.0,-200.0
3.0,-200.0,127.0,-200.0,-200.0
2.1,-200.0,107.0,-200.0,-200.0
2.4,-200.0,102.0,-200.0,-200.0
2.3,1151.0,95.0,1560.0,8.4
1.3,975.0,79.0,1449.0,5.4
1.7,1034.0,78.0,1533.0,6.9
1.7,980.0,75.0,1507.0,6.4
1.0,825.0,-200.0,1390.0,3.6
0.8,807.0,52.0,1386.0,3.3
1.0,842.0,55.0,1435.0,4.0
1.4,950.0,65.0,1500.0,6.0
1.7,1024.0,72.0,1591.0,8.2
2.0,1098.0,76.0,1663.0,9.9
2.0,1011.0,84.0,1588.0,8.8
1.9,931.0,90.0,1542.0,8.4
2.1,811.0,89.0,1481.0,7.5
1.8,756.0,87.0,1457.0,7.8
1.5,607.0,88.0,1336.0,6.4
1.3,498.0,81.0,1238.0,5.1
1.4,540.0,89.0,1318.0,6.9
1.5,544.0,91.0,1296.0,6.8
1.7,620.0,104.0,1357.0,7.4
2.0,740.0,111.0,1426.0,8.7
2.5,921.0,129.0,1534.0,11.2
2.4,1033.0,133.0,1551.0,10.5
2.0,984.0,115.0,1487.0,8.2
2.9,1193.0,125.0,1618.0,11.6
2.5,1219.0,117.0,1545.0,9.7
1.4,913.0,84.0,1326.0,5.1
1.2,750.0,63.0,1304.0,4.0
1.0,772.0,68.0,1310.0,3.7
1.0,712.0,-200.0,1329.0,4.0
-200.0,712.0,52.0,1286.0,3.0
0.7,727.0,49.0,1306.0,2.9
0.8,746.0,49.0,1301.0,2.9
0.9,733.0,52.0,1298.0,3.0
1.1,727.0,58.0,1343.0,3.7
1.0,642.0,51.0,1320.0,3.9
1.6,810.0,77.0,1386.0,6.2
1.8,851.0,90.0,1412.0,7.3
2.6,911.0,118.0,1425.0,9.2
1.1,611.0,70.0,1200.0,4.0
0.6,368.0,35.0,1076.0,2.3
0.9,369.0,46.0,1108.0,3.1
1.0,394.0,58.0,1150.0,3.2
1.2,415.0,61.0,1183.0,3.3
1.4,469.0,80.0,1233.0,4.0
2.0,607.0,93.0,1285.0,5.7
1.1,498.0,78.0,1205.0,3.4
1.1,481.0,76.0,1217.0,3.5
1.1,465.0,74.0,1186.0,2.9
1.1,478.0,81.0,1187.0,3.1
0.7,366.0,58.0,1094.0,1.6
0.6,332.0,59.0,1036.0,1.1
0.7,346.0,54.0,1111.0,2.0
0.6,350.0,-200.0,1066.0,1.7
0.3,274.0,25.0,955.0,0.7
0.3,263.0,26.0,1003.0,0.5
0.4,314.0,49.0,1117.0,0.7
0.5,367.0,53.0,1185.0,0.9
0.6,432.0,57.0,1246.0,1.5
0.8,536.0,73.0,1293.0,2.2
1.0,555.0,78.0,1325.0,2.9
1.3,677.0,93.0,1384.0,3.9
1.1,557.0,71.0,1305.0,2.8
0.6,421.0,56.0,1229.0,1.4
0.7,423.0,60.0,1257.0,1.7
1.2,519.0,77.0,1325.0,3.6
1.4,533.0,82.0,1301.0,3.1
1.2,537.0,77.0,1313.0,3.5
1.3,612.0,91.0,1324.0,3.9
1.8,697.0,93.0,1369.0,5.2
1.2,573.0,82.0,1292.0,3.7
0.8,489.0,74.0,1233.0,2.7
0.8,474.0,68.0,1234.0,2.6
0.8,455.0,65.0,1230.0,2.4
0.7,433.0,58.0,1219.0,2.0
0.5,376.0,36.0,1176.0,1.3
0.3,360.0,29.0,1182.0,1.2
0.4,384.0,-200.0,1215.0,1.3
0.3,363.0,28.0,1171.0,0.9
0.7,525.0,68.0,1356.0,3.1
1.6,873.0,99.0,1531.0,6.9
3.9,1399.0,130.0,2011.0,19.1
4.5,1501.0,128.0,2057.0,22.1
2.7,1186.0,120.0,1641.0,11.8
1.6,911.0,93.0,1426.0,7.3
1.6,919.0,96.0,1471.0,8.0
1.6,791.0,84.0,1429.0,7.2
1.5,751.0,87.0,1439.0,7.7
1.8,805.0,87.0,1537.0,9.7
2.1,966.0,103.0,1527.0,9.8
1.7,869.0,88.0,1462.0,7.7
3.0,1196.0,118.0,1791.0,15.3
4.6,1523.0,134.0,2004.0,21.5
5.0,1579.0,144.0,1995.0,21.7
3.5,1370.0,129.0,1747.0,14.6
2.1,1204.0,108.0,1577.0,9.3
2.1,1201.0,104.0,1586.0,9.4
1.5,1122.0,90.0,1463.0,6.8
1.1,1003.0,74.0,1379.0,4.9
0.9,918.0,73.0,1364.0,3.9
0.7,836.0,60.0,1307.0,2.7
0.4,759.0,-200.0,1285.0,1.9
-200.0,755.0,57.0,1275.0,1.7
0.9,820.0,62.0,1346.0,3.3
1.6,998.0,71.0,1535.0,7.4
3.9,1403.0,94.0,1921.0,18.2
5.0,1641.0,99.0,2278.0,27.7
4.3,1534.0,119.0,1906.0,18.3
2.7,1257.0,103.0,1662.0,12.3
2.1,1026.0,95.0,1518.0,8.9
2.1,993.0,95.0,1571.0,10.4
-200.0,919.0,-200.0,1519.0,9.7
-200.0,1032.0,-200.0,1653.0,12.8
-200.0,1077.0,-200.0,1653.0,12.9
-200.0,883.0,-200.0,1497.0,8.9
-200.0,1036.0,-200.0,1595.0,11.0
-200.0,1144.0,-200.0,1609.0,12.6
-200.0,1212.0,-200.0,1638.0,13.3
-200.0,1486.0,-200.0,1858.0,18.1
-200.0,1440.0,-200.0,1689.0,13.0
-200.0,1242.0,-200.0,1494.0,7.8
-200.0,1089.0,-200.0,1418.0,5.8
-200.0,993.0,-200.0,1364.0,4.7
-200.0,862.0,-200.0,1297.0,3.1
-200.0,815.0,-200.0,1259.0,2.1
-200.0,714.0,-200.0,1241.0,1.7
-200.0,682.0,-200.0,1216.0,1.3
-200.0,744.0,-200.0,1298.0,2.6
-200.0,1050.0,-200.0,1510.0,7.9
-200.0,1522.0,-200.0,2001.0,21.4
-200.0,1623.0,-200.0,2034.0,22.1
3.9,1638.0,114.0,1889.0,19.1
3.8,1633.0,127.0,1804.0,17.3
3.8,1654.0,135.0,1809.0,17.5
3.9,1559.0,135.0,1792.0,17.0
3.5,1374.0,120.0,1783.0,17.0
4.0,1418.0,129.0,1890.0,19.5
3.0,1228.0,114.0,1734.0,14.8
3.1,1293.0,129.0,1676.0,14.0
5.2,1642.0,149.0,2046.0,24.4
5.9,1895.0,149.0,2271.0,28.1
7.3,2086.0,158.0,2446.0,33.7
6.1,1898.0,148.0,2119.0,24.2
4.6,1758.0,134.0,1960.0,19.8
2.5,1284.0,111.0,1607.0,9.3
2.2,1075.0,106.0,1532.0,7.3
2.0,1084.0,108.0,1547.0,7.1
1.9,1049.0,93.0,1566.0,6.7
1.6,1021.0,83.0,1532.0,6.0
1.0,778.0,-200.0,1387.0,2.7
1.0,948.0,69.0,1420.0,3.6
1.2,988.0,77.0,1505.0,5.4
2.0,1184.0,87.0,1686.0,10.0
4.5,1600.0,109.0,2176.0,23.2
4.1,1495.0,116.0,1890.0,18.7
2.6,1188.0,105.0,1590.0,9.9
2.3,1166.0,106.0,1604.0,10.2
2.6,1219.0,108.0,1666.0,11.0
2.4,1128.0,100.0,1644.0,10.5
4.3,1373.0,149.0,2047.0,18.9
4.6,1415.0,148.0,2066.0,18.9
4.0,1302.0,126.0,1980.0,17.5
4.7,1308.0,140.0,1963.0,17.7
5.7,1449.0,142.0,2159.0,23.0
5.2,1385.0,141.0,2083.0,20.4
6.4,1492.0,149.0,2298.0,26.8
6.0,1380.0,140.0,2039.0,19.9
3.4,1167.0,117.0,1811.0,12.5
2.7,1095.0,103.0,1680.0,9.6
3.1,1105.0,99.0,1695.0,10.0
2.6,1051.0,100.0,1627.0,8.1
2.2,1009.0,88.0,1599.0,7.1
1.9,972.0,83.0,1565.0,6.4
-200.0,884.0,-200.0,1527.0,5.1
-200.0,661.0,-200.0,1437.0,3.0
-200.0,774.0,-200.0,1508.0,4.2
-200.0,868.0,-200.0,1524.0,5.1
-200.0,965.0,-200.0,1672.0,8.1
-200.0,985.0,-200.0,1691.0,8.8
-200.0,963.0,-200.0,1604.0,7.2
-200.0,1069.0,-200.0,1706.0,9.2
-200.0,864.0,-200.0,1526.0,6.0
-200.0,641.0,-200.0,1472.0,5.0
-200.0,740.0,-200.0,1536.0,7.5
-200.0,532.0,-200.0,1429.0,3.9
-200.0,572.0,-200.0,1462.0,5.0
-200.0,630.0,-200.0,1482.0,5.4
-200.0,608.0,-200.0,1462.0,5.0
-200.0,644.0,-200.0,1482.0,5.5
-200.0,833.0,-200.0,1594.0,7.8
-200.0,923.0,-200.0,1566.0,8.2
-200.0,790.0,-200.0,1482.0,5.3
-200.0,961.0,-200.0,1623.0,7.9
-200.0,1177.0,-200.0,1700.0,10.7
-200.0,943.0,-200.0,1568.0,6.9
-200.0,742.0,-200.0,1529.0,6.3
-200.0,705.0,-200.0,1501.0,5.6
-200.0,663.0,-200.0,1527.0,5.4
-200.0,536.0,-200.0,1449.0,3.2
-200.0,441.0,-200.0,1396.0,1.9
-200.0,477.0,-200.0,1410.0,2.3
-200.0,506.0,-200.0,1411.0,2.4
-200.0,608.0,-200.0,1459.0,2.9
-200.0,663.0,-200.0,1546.0,4.2
-200.0,912.0,-200.0,1664.0,6.8
-200.0,963.0,-200.0,1660.0,7.3
-200.0,803.0,-200.0,1565.0,5.3
-200.0,564.0,-200.0,1433.0,3.4
-200.0,501.0,-200.0,1436.0,3.4
-200.0,701.0,-200.0,1604.0,6.8
-200.0,783.0,-200.0,1603.0,7.0
-200.0,784.0,-200.0,1590.0,7.7
-200.0,861.0,-200.0,1623.0,8.5
-200.0,1156.0,-200.0,1824.0,13.5
-200.0,1047.0,-200.0,1653.0,9.2
-200.0,1034.0,-200.0,1669.0,8.7
-200.0,962.0,-200.0,1595.0,6.6
-200.0,1100.0,-200.0,1702.0,9.1
-200.0,1047.0,-200.0,1658.0,7.8
-200.0,874.0,-200.0,1500.0,4.2
-200.0,747.0,-200.0,1494.0,3.4
-200.0,589.0,-200.0,1407.0,1.7
-200.0,635.0,-200.0,1443.0,2.1
-200.0,671.0,-200.0,1428.0,2.2
-200.0,992.0,-200.0,1655.0,6.9
-200.0,1308.0,-200.0,1976.0,16.5
-200.0,1303.0,-200.0,1969.0,18.7
-200.0,893.0,-200.0,1594.0,8.5
-200.0,715.0,-200.0,1503.0,6.8
-200.0,685.0,-200.0,1574.0,7.5
-200.0,947.0,-200.0,1709.0,10.9
-200.0,1049.0,-200.0,1847.0,13.4
-200.0,741.0,-200.0,1565.0,7.9
-200.0,801.0,-200.0,1602.0,8.8
-200.0,969.0,-200.0,1701.0,11.5
-200.0,1038.0,-200.0,1684.0,11.8
-200.0,889.0,-200.0,1528.0,8.3
-200.0,879.0,-200.0,1508.0,7.9
-200.0,846.0,-200.0,1476.0,6.7
-200.0,712.0,-200.0,1391.0,4.6
-200.0,747.0,-200.0,1431.0,5.0
-200.0,791.0,-200.0,1444.0,5.3
-200.0,637.0,-200.0,1377.0,3.9
-200.0,553.0,-200.0,1357.0,2.9
-200.0,449.0,-200.0,1290.0,1.5
-200.0,485.0,-200.0,1277.0,0.8
-200.0,540.0,-200.0,1315.0,1.2
-200.0,685.0,-200.0,1410.0,2.9
-200.0,925.0,-200.0,1625.0,7.6
-200.0,1382.0,-200.0,2069.0,20.7
-200.0,1645.0,-200.0,2396.0,29.9
-200.0,1514.0,-200.0,1999.0,20.1
-200.0,1509.0,-200.0,1874.0,17.1
-200.0,1520.0,-200.0,1991.0,19.4
-200.0,1471.0,-200.0,1970.0,18.7
-200.0,1282.0,-200.0,1870.0,15.8
-200.0,1004.0,-200.0,1643.0,10.3
-200.0,714.0,-200.0,1530.0,7.9
-200.0,940.0,-200.0,1742.0,13.7
-200.0,1272.0,-200.0,1938.0,19.7
-200.0,1526.0,-200.0,2156.0,25.3
-200.0,1488.0,-200.0,2102.0,23.9
-200.0,1475.0,-200.0,1958.0,20.6
-200.0,1182.0,-200.0,1704.0,12.3
-200.0,933.0,-200.0,1550.0,7.7
-200.0,1001.0,-200.0,1589.0,9.0
-200.0,756.0,-200.0,1412.0,4.5
-200.0,952.0,-200.0,1474.0,5.8
-200.0,808.0,-200.0,1381.0,3.2
-200.0,779.0,-200.0,1375.0,3.0
-200.0,717.0,-200.0,1319.0,2.0
-200.0,779.0,-200.0,1421.0,3.7
-200.0,1009.0,-200.0,1599.0,8.7
-200.0,1595.0,-200.0,2249.0,27.0
-200.0,1940.0,-200.0,2684.0,40.3
-200.0,1628.0,-200.0,1991.0,20.0
-200.0,1573.0,-200.0,1854.0,17.1
-200.0,1187.0,-200.0,1642.0,11.0
-200.0,900.0,-200.0,1561.0,10.6
-200.0,800.0,-200.0,1574.0,10.5
-200.0,770.0,-200.0,1513.0,9.6
-200.0,758.0,-200.0,1483.0,9.3
-200.0,886.0,-200.0,1558.0,12.7
-200.0,1219.0,-200.0,1838.0,19.8
-200.0,1725.0,-200.0,2271.0,32.5
-200.0,1745.0,-200.0,2328.0,33.6
-200.0,1600.0,-200.0,2073.0,26.0
-200.0,1310.0,-200.0,1737.0,16.4
-200.0,1208.0,-200.0,1573.0,10.6
-200.0,1074.0,-200.0,1492.0,7.1
-200.0,993.0,-200.0,1469.0,6.4
-200.0,923.0,-200.0,1420.0,4.6
-200.0,819.0,-200.0,1377.0,3.0
-200.0,727.0,-200.0,1341.0,2.2
-200.0,694.0,-200.0,1316.0,1.7
-200.0,727.0,-200.0,1335.0,2.2
-200.0,926.0,-200.0,1474.0,5.7
-200.0,1194.0,-200.0,1729.0,13.8
-200.0,1502.0,-200.0,2003.0,21.6
-200.0,1743.0,-200.0,2186.0,26.1
-200.0,1542.0,-200.0,1945.0,20.1
-200.0,1354.0,-200.0,1731.0,15.4
-200.0,1175.0,-200.0,1682.0,13.6
-200.0,916.0,-200.0,1585.0,11.1
-200.0,818.0,-200.0,1562.0,12.2
-200.0,1028.0,-200.0,1676.0,17.5
-200.0,1113.0,-200.0,1739.0,19.1
-200.0,1431.0,-200.0,2025.0,27.1
-200.0,1503.0,-200.0,2038.0,28.3
-200.0,1775.0,-200.0,2238.0,35.0
-200.0,1505.0,-200.0,1932.0,22.4
-200.0,1211.0,-200.0,1659.0,13.5
-200.0,872.0,-200.0,1466.0,8.2
-200.0,855.0,-200.0,1467.0,7.8
-200.0,1170.0,-200.0,1593.0,10.0
-200.0,1024.0,-200.0,1467.0,6.6
-200.0,841.0,-200.0,1337.0,3.4
-200.0,760.0,-200.0,1325.0,2.8
-200.0,803.0,-200.0,1314.0,2.3
0.6,793.0,59.0,1321.0,2.9
0.8,906.0,67.0,1418.0,4.9
4.0,1541.0,95.0,2119.0,22.6
5.6,1861.0,123.0,2417.0,31.1
5.0,1895.0,142.0,2030.0,22.1
3.2,1684.0,142.0,1887.0,18.3
3.8,1731.0,169.0,1947.0,22.0
3.3,1402.0,142.0,1838.0,20.1
3.0,1246.0,136.0,1835.0,18.9
3.2,1342.0,147.0,1865.0,20.6
4.4,1489.0,196.0,1953.0,25.3
4.6,1532.0,186.0,1985.0,25.8
5.2,1909.0,177.0,2228.0,30.6
4.8,1757.0,164.0,2087.0,27.1
5.6,1983.0,161.0,2335.0,32.5
4.6,1703.0,146.0,1975.0,20.8
1.8,1246.0,98.0,1619.0,10.9
2.2,1321.0,108.0,1687.0,13.0
2.0,1375.0,107.0,1659.0,11.8
2.8,1456.0,113.0,1729.0,13.4
2.6,1442.0,100.0,1763.0,13.4
1.8,1243.0,87.0,1597.0,9.0
1.1,1078.0,-200.0,1481.0,5.8
-200.0,939.0,60.0,1430.0,3.8
0.7,937.0,65.0,1403.0,3.7
0.9,1019.0,64.0,1483.0,5.7
1.5,1140.0,73.0,1639.0,10.0
2.5,1351.0,86.0,1838.0,15.0
3.0,1459.0,105.0,1874.0,15.6
2.6,1297.0,107.0,1727.0,12.3
2.6,1291.0,114.0,1808.0,14.4
2.6,1296.0,105.0,1840.0,14.6
1.9,972.0,74.0,1623.0,8.7
2.0,1194.0,95.0,1766.0,11.0
1.7,880.0,89.0,1610.0,9.0
1.9,909.0,95.0,1691.0,10.7
1.8,839.0,93.0,1634.0,9.9
2.8,1248.0,123.0,1899.0,15.7
3.5,1476.0,134.0,1970.0,19.4
3.4,1502.0,126.0,1863.0,16.8
2.0,873.0,79.0,1584.0,6.8
1.1,528.0,54.0,1404.0,3.0
1.3,492.0,69.0,1365.0,3.2
1.2,463.0,67.0,1321.0,3.1
1.3,494.0,73.0,1359.0,3.9
1.0,503.0,73.0,1317.0,3.6
1.3,581.0,-200.0,1363.0,4.5
-200.0,350.0,33.0,1121.0,1.2
0.3,305.0,20.0,1098.0,0.7
0.5,329.0,37.0,1148.0,1.1
0.6,375.0,50.0,1184.0,1.4
0.6,373.0,45.0,1180.0,1.6
0.8,385.0,48.0,1206.0,2.3
1.0,403.0,56.0,1216.0,2.5
0.9,393.0,58.0,1193.0,2.7
1.0,388.0,52.0,1185.0,2.7
0.8,371.0,52.0,1145.0,2.2
0.7,347.0,44.0,1104.0,2.0
0.9,396.0,59.0,1181.0,3.4
1.3,474.0,74.0,1219.0,4.5
1.4,505.0,76.0,1219.0,4.7
1.5,625.0,83.0,1344.0,6.0
2.7,941.0,100.0,1550.0,11.7
2.5,893.0,101.0,1419.0,8.2
1.4,731.0,90.0,1310.0,5.1
2.8,955.0,93.0,1654.0,13.0
2.1,761.0,79.0,1379.0,7.0
1.1,515.0,57.0,1283.0,3.9
0.7,434.0,43.0,1220.0,2.2
0.4,369.0,25.0,1152.0,1.3
0.3,335.0,-200.0,1115.0,0.8
-200.0,319.0,17.0,1091.0,0.6
0.4,378.0,44.0,1158.0,1.2
0.8,517.0,72.0,1307.0,3.4
1.9,786.0,91.0,1464.0,7.5
2.1,844.0,89.0,1490.0,8.9
1.4,720.0,84.0,1343.0,5.3
1.4,668.0,83.0,1328.0,5.4
1.3,605.0,78.0,1311.0,5.2
1.5,646.0,80.0,1413.0,6.6
1.6,640.0,75.0,1436.0,6.9
1.3,571.0,77.0,1365.0,5.4
1.4,605.0,77.0,1395.0,6.0
1.5,636.0,81.0,1410.0,6.4
2.2,886.0,101.0,1625.0,10.7
3.2,1032.0,119.0,1685.0,13.9
3.0,977.0,111.0,1616.0,12.5
2.6,924.0,109.0,1496.0,9.3
1.6,846.0,101.0,1441.0,6.7
1.5,755.0,89.0,1359.0,5.3
1.2,610.0,75.0,1318.0,4.0
0.8,439.0,51.0,1225.0,2.2
0.7,402.0,39.0,1197.0,1.7
0.5,406.0,32.0,1212.0,1.6
0.5,424.0,-200.0,1224.0,1.5
-200.0,558.0,49.0,1302.0,2.5
0.7,746.0,68.0,1339.0,3.3
1.4,1126.0,76.0,1593.0,8.9
4.1,1703.0,122.0,2101.0,23.4
4.6,1628.0,129.0,2050.0,23.8
1.9,936.0,94.0,1487.0,7.9
1.9,890.0,99.0,1455.0,8.2
1.7,757.0,81.0,1474.0,8.8
2.4,949.0,87.0,1651.0,14.6
3.0,1109.0,107.0,1779.0,18.0
2.0,870.0,95.0,1560.0,12.0
2.7,1011.0,110.0,1651.0,14.8
2.2,885.0,99.0,1592.0,12.5
2.9,1015.0,113.0,1689.0,15.5
3.4,1155.0,127.0,1798.0,17.7
3.9,1315.0,131.0,1955.0,21.6
3.6,1359.0,137.0,1849.0,18.9
2.5,1194.0,122.0,1651.0,12.5
1.8,951.0,100.0,1511.0,8.8
2.0,1054.0,108.0,1608.0,10.9
1.3,980.0,83.0,1504.0,8.0
1.0,898.0,74.0,1396.0,4.4
0.6,803.0,64.0,1359.0,2.8
0.6,684.0,-200.0,1347.0,2.7
-200.0,644.0,40.0,1321.0,2.2
0.5,677.0,39.0,1345.0,2.5
1.1,996.0,69.0,1539.0,7.5
5.5,1736.0,104.0,2396.0,30.4
4.2,1692.0,100.0,2112.0,22.0
4.6,2108.0,146.0,2155.0,24.7
3.4,1807.0,155.0,1903.0,18.4
2.8,1566.0,139.0,1850.0,16.8
2.5,1293.0,121.0,1741.0,14.2
2.4,1219.0,108.0,1787.0,15.7
3.2,1330.0,126.0,1969.0,21.9
3.5,1299.0,145.0,1890.0,20.8
2.9,1111.0,121.0,1750.0,16.2
3.6,1300.0,145.0,1878.0,19.8
4.8,1653.0,160.0,2226.0,28.9
5.4,1716.0,155.0,2252.0,28.3
5.3,1720.0,162.0,2117.0,24.9
2.7,1339.0,129.0,1740.0,13.1
1.4,1166.0,96.0,1575.0,8.6
1.6,1256.0,92.0,1662.0,9.5
1.5,1125.0,89.0,1574.0,7.8
1.0,968.0,61.0,1495.0,5.2
0.6,814.0,54.0,1409.0,2.8
0.4,743.0,-200.0,1386.0,2.3
-200.0,758.0,44.0,1382.0,2.5
0.8,861.0,57.0,1470.0,4.4
1.5,1047.0,68.0,1620.0,9.4
4.9,1665.0,95.0,2405.0,29.8
7.2,1982.0,125.0,2572.0,36.2
3.5,1711.0,135.0,1886.0,18.0
2.1,1204.0,118.0,1583.0,10.9
1.5,871.0,91.0,1491.0,9.0
2.0,1040.0,89.0,1716.0,14.4
3.8,1439.0,129.0,2037.0,22.3
3.4,1516.0,122.0,2023.0,20.9
4.4,1693.0,138.0,2151.0,23.1
3.9,1635.0,136.0,2069.0,21.2
4.9,1688.0,143.0,2176.0,24.8
5.4,1820.0,145.0,2312.0,28.6
6.5,2006.0,146.0,2488.0,32.6
4.3,1740.0,122.0,2046.0,19.2
2.9,1577.0,112.0,1931.0,16.3
2.7,1443.0,102.0,1856.0,13.7
2.8,1411.0,97.0,1876.0,13.6
2.3,1217.0,85.0,1823.0,11.1
1.7,1086.0,76.0,1696.0,7.6
1.2,1050.0,74.0,1628.0,5.9
1.0,965.0,-200.0,1598.0,5.0
-200.0,906.0,56.0,1554.0,4.0
0.8,917.0,66.0,1563.0,4.5
1.7,1116.0,90.0,1771.0,9.3
3.0,1380.0,111.0,2033.0,18.3
3.4,1378.0,103.0,2065.0,19.9
3.3,1365.0,117.0,1970.0,16.6
2.7,1273.0,116.0,1833.0,12.6
2.6,1242.0,109.0,1889.0,12.9
3.2,1294.0,116.0,1973.0,14.9
3.4,1413.0,115.0,2061.0,17.4
2.6,1224.0,94.0,1939.0,15.4
3.4,1318.0,121.0,1971.0,16.7
4.0,1404.0,114.0,2139.0,18.0
4.5,1471.0,110.0,2133.0,19.2
4.2,1623.0,122.0,2162.0,21.0
5.7,1786.0,135.0,2356.0,26.9
4.4,1569.0,133.0,2100.0,19.5
3.1,1495.0,110.0,1951.0,15.1
3.0,1471.0,102.0,1927.0,14.6
3.1,1384.0,108.0,1872.0,13.7
3.5,1789.0,110.0,1936.0,15.2
2.4,1323.0,84.0,1724.0,9.3
1.6,1081.0,71.0,1647.0,6.5
1.3,938.0,-200.0,1629.0,6.3
-200.0,673.0,42.0,1492.0,3.5
0.6,543.0,32.0,1434.0,2.6
0.7,561.0,35.0,1452.0,3.1
1.2,862.0,67.0,1632.0,6.5
1.5,901.0,73.0,1615.0,6.5
1.8,1048.0,86.0,1693.0,8.8
2.1,971.0,89.0,1652.0,8.8
1.9,915.0,86.0,1657.0,9.2
2.0,891.0,86.0,1632.0,9.2
1.3,628.0,66.0,1489.0,6.1
1.3,556.0,68.0,1495.0,6.5
1.8,652.0,82.0,1584.0,9.2
2.0,683.0,91.0,1603.0,8.3
1.8,624.0,95.0,1598.0,8.3
2.4,733.0,104.0,1676.0,11.0
4.0,1062.0,131.0,1780.0,14.7
2.8,988.0,112.0,1674.0,10.8
2.0,871.0,100.0,1656.0,9.4
3.6,1243.0,115.0,1851.0,14.8
3.7,1175.0,129.0,1769.0,13.3
2.3,1126.0,99.0,1599.0,8.4
1.8,1118.0,74.0,1646.0,7.9
0.9,864.0,55.0,1536.0,5.5
1.6,942.0,-200.0,1580.0,6.6
-200.0,684.0,35.0,1460.0,3.3
0.6,689.0,37.0,1426.0,2.6
0.7,767.0,45.0,1456.0,3.6
0.8,817.0,46.0,1518.0,4.8
1.2,940.0,68.0,1568.0,5.9
1.4,908.0,77.0,1595.0,6.9
1.6,871.0,79.0,1639.0,8.5
1.3,689.0,72.0,1531.0,6.1
1.3,629.0,68.0,1510.0,6.2
1.1,602.0,64.0,1436.0,4.8
1.2,617.0,73.0,1519.0,6.8
1.5,677.0,84.0,1538.0,7.0
1.1,580.0,67.0,1443.0,5.5
1.9,861.0,106.0,1637.0,9.5
